Record ID,SchoolName,Borough,Building,Street,Address Line 1,City,ZipCode,Last Inspection Date,Permittee,Inspection Date,Code,Violation Description,Critical Level,LATITUDE,LONGITUDE,COMMUNITYBOARD,COUNCILDISTRICT,CENSUSTRACT,BIN,BBL,NTA
326944,THE GARVEY SCHOOL,Bronx,950,BAYCHESTER AVE,950 BAYCHESTER AVE,"BRONX, NY 10475",10475,10/22/2019,THE GARVEY SCHOOL,01/02/2019,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",A,40.878310043177,-73.833120968768,210,12,046201,2097914,2051410120,BX13
82519,YESHIVA OHEL MOSHE,Brooklyn,7914,BAY PARKWAY,7914 BAY PARKWAY,"Brooklyn, NY 11214",11214,11/07/2019,YESHIVA OHEL MOSHE,01/02/2019,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",C,40.605747025611,-73.989865807054,311,44,027000,3162913,3062760043,BK28
326944,THE GARVEY SCHOOL,Bronx,950,BAYCHESTER AVE,950 BAYCHESTER AVE,"BRONX, NY 10475",10475,10/22/2019,THE GARVEY SCHOOL,01/02/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.878310043177,-73.833120968768,210,12,046201,2097914,2051410120,BX13
355058,PRESTON HIGH SCHOOL,Bronx,2780,SCHURZ AVE,2780 SCHURZ AVE,"BRONX, NY 10465",10465,11/07/2019,"NR CAFETERIA SERVICES, INC",01/02/2019,,,,40.814248931822,-73.819337272142,210,13,013200,2097763,2056040032,BX52
331805,CONGREGATION CHASIDEI BELZ,Brooklyn,7914,BAY PKWY,7914 BAY PKWY,"BROOKLYN, NY 11214",11214,11/21/2019,CONGREGATION CHASIDEI BELZ BM,01/02/2019,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",C,40.605747025611,-73.989865807054,311,44,027000,3162913,3062760043,BK28
48724,MOUNT ST. MICHAEL ACADEMY,Bronx,4300,MURDOCK AVENUE,4300 MURDOCK AVENUE,"Bronx, NY 10466",10466,11/08/2019,MT. SAINT MICHAEL ACADEMY,01/03/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.897649040256,-73.842614482123,212,12,044400,2087387,2050600001,BX62
86993,ST. BRENDAN,Bronx,268,EAST  207 STREET,268 EAST  207 STREET,"BRONX, NY 10467",10467,06/04/2019,ARCHDIOCESE OF NEW YORK,01/03/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.875569134925,-73.877608580197,207,11,042300,2018138,2033420029,BX43
325542,UNITED TALMUDICAL ACADEMY TORAH V YIRAH,Brooklyn,656,WILLOUGHBY AVE,656 WILLOUGHBY AVE,"BROOKLYN, NY 11206",11206,09/19/2019,UNITED TALMUDICAL ACADEMY TORAH V YIRAH INC.,01/03/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.694557181827,-73.943109161621,303,36,028300,3049206,3017690007,BK35
86993,ST. BRENDAN,Bronx,268,EAST  207 STREET,268 EAST  207 STREET,"BRONX, NY 10467",10467,06/04/2019,ARCHDIOCESE OF NEW YORK,01/03/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.875569134925,-73.877608580197,207,11,042300,2018138,2033420029,BX43
84427,SHAAR HATORAH HS,Queens,11706,84 AVENUE,11706 84 AVENUE,"RICHMOND HILL, NY 11418",11418,05/20/2019,YESHIVA SHAAR HATORAH,01/03/2019,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",A,40.703956899329,-73.834428323225,409,29,013400,4192865,4092330064,QN60
56383,P.S. 206 BROOKLYN,Brooklyn,2203,EAST   22 STREET,2203 EAST   22 STREET,"BROOKLYN, NY 11229",11229,10/02/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/03/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.596971983152,-73.948939621269,315,48,059401,3201080,3073810201,BK17
86912,ST. LUCY SCHOOL,Bronx,830,MACE AVENUE,830 MACE AVENUE,"BRONX, NY 10467",10467,11/13/2019,ARCHDIOCESE OF NEW YORK,01/03/2019,18A,"Current valid permit, registration or other authorization to operate establishment not available.",AV,40.863110126867,-73.862443544242,211,13,032800,2095039,2044380027,BX07
325542,UNITED TALMUDICAL ACADEMY TORAH V YIRAH,Brooklyn,656,WILLOUGHBY AVE,656 WILLOUGHBY AVE,"BROOKLYN, NY 11206",11206,09/19/2019,UNITED TALMUDICAL ACADEMY TORAH V YIRAH INC.,01/03/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.694557181827,-73.943109161621,303,36,028300,3049206,3017690007,BK35
48724,MOUNT ST. MICHAEL ACADEMY,Bronx,4300,MURDOCK AVENUE,4300 MURDOCK AVENUE,"Bronx, NY 10466",10466,11/08/2019,MT. SAINT MICHAEL ACADEMY,01/03/2019,02B,Hot food item not held at or above 140º F.,C,40.897649040256,-73.842614482123,212,12,044400,2087387,2050600001,BX62
84427,SHAAR HATORAH HS,Queens,11706,84 AVENUE,11706 84 AVENUE,"RICHMOND HILL, NY 11418",11418,05/20/2019,YESHIVA SHAAR HATORAH,01/03/2019,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",C,40.703956899329,-73.834428323225,409,29,013400,4192865,4092330064,QN60
48724,MOUNT ST. MICHAEL ACADEMY,Bronx,4300,MURDOCK AVENUE,4300 MURDOCK AVENUE,"Bronx, NY 10466",10466,11/08/2019,MT. SAINT MICHAEL ACADEMY,01/03/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.897649040256,-73.842614482123,212,12,044400,2087387,2050600001,BX62
84427,SHAAR HATORAH HS,Queens,11706,84 AVENUE,11706 84 AVENUE,"RICHMOND HILL, NY 11418",11418,05/20/2019,YESHIVA SHAAR HATORAH,01/03/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.703956899329,-73.834428323225,409,29,013400,4192865,4092330064,QN60
84427,SHAAR HATORAH HS,Queens,11706,84 AVENUE,11706 84 AVENUE,"RICHMOND HILL, NY 11418",11418,05/20/2019,YESHIVA SHAAR HATORAH,01/03/2019,04A,Food Protection Certificate not held by supervisor of food operations.,C,40.703956899329,-73.834428323225,409,29,013400,4192865,4092330064,QN60
86912,ST. LUCY SCHOOL,Bronx,830,MACE AVENUE,830 MACE AVENUE,"BRONX, NY 10467",10467,11/13/2019,ARCHDIOCESE OF NEW YORK,01/03/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.863110126867,-73.862443544242,211,13,032800,2095039,2044380027,BX07
84427,SHAAR HATORAH HS,Queens,11706,84 AVENUE,11706 84 AVENUE,"RICHMOND HILL, NY 11418",11418,05/20/2019,YESHIVA SHAAR HATORAH,01/03/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.703956899329,-73.834428323225,409,29,013400,4192865,4092330064,QN60
48724,MOUNT ST. MICHAEL ACADEMY,Bronx,4300,MURDOCK AVENUE,4300 MURDOCK AVENUE,"Bronx, NY 10466",10466,11/08/2019,MT. SAINT MICHAEL ACADEMY,01/03/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.897649040256,-73.842614482123,212,12,044400,2087387,2050600001,BX62
86993,ST. BRENDAN,Bronx,268,EAST  207 STREET,268 EAST  207 STREET,"BRONX, NY 10467",10467,06/04/2019,ARCHDIOCESE OF NEW YORK,01/03/2019,09A,Canned food product observed dented and not segregated from other consumable food items.,G,40.875569134925,-73.877608580197,207,11,042300,2018138,2033420029,BX43
84427,SHAAR HATORAH HS,Queens,11706,84 AVENUE,11706 84 AVENUE,"RICHMOND HILL, NY 11418",11418,05/20/2019,YESHIVA SHAAR HATORAH,01/03/2019,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",C,40.703956899329,-73.834428323225,409,29,013400,4192865,4092330064,QN60
86993,ST. BRENDAN,Bronx,268,EAST  207 STREET,268 EAST  207 STREET,"BRONX, NY 10467",10467,06/04/2019,ARCHDIOCESE OF NEW YORK,01/03/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.875569134925,-73.877608580197,207,11,042300,2018138,2033420029,BX43
56383,P.S. 206 BROOKLYN,Brooklyn,2203,EAST   22 STREET,2203 EAST   22 STREET,"BROOKLYN, NY 11229",11229,10/02/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/03/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.596971983152,-73.948939621269,315,48,059401,3201080,3073810201,BK17
120808,MELROSE ACADEMY/ BROOKLYN CHOICES,Brooklyn,271,MELROSE STREET,271 MELROSE STREET,"BROOKLYN, NY 11206",11206,12/11/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/03/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.702075877883,-73.92964659795,304,34,042500,3071962,3031570037,BK78
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,C,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,G,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,04A,Food Protection Certificate not held by supervisor of food operations.,C,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
86824,HOLY FAMILY SCHOOL,Bronx,2169,BLACKROCK AVENUE,2169 BLACKROCK AVENUE,"BRONX, NY 10472",10472,11/14/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/04/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.828905279755,-73.851482583305,209,18,007800,2026397,2038080038,BX59
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",C,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",C,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
82931,YESHIVA TIFERETH MOSHE DOV REVEL CENTER,Queens,83-06,ABINGDON ROAD,83-06 ABINGDON ROAD,"QUEENS, NY 11415",11415,08/06/2019,YESHIVA TIFERETH MOSHE DOV REVEL,01/04/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.707779522892,-73.83384168978,409,29,077500,4437658,4033290011,QN60
126634,EL PUENTE HIGH SCHOOL,Brooklyn,250,HOOPER STREET,250 HOOPER STREET,"BROOKLYN, NY 11211",11211,12/11/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/04/2019,,,,40.705890377767,-73.955611370359,301,33,052900,3379706,3022070002,BK72
86824,HOLY FAMILY SCHOOL,Bronx,2169,BLACKROCK AVENUE,2169 BLACKROCK AVENUE,"BRONX, NY 10472",10472,11/14/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/04/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.828905279755,-73.851482583305,209,18,007800,2026397,2038080038,BX59
358218,SOPRON MOSDES YESHIVA,Brooklyn,322,RUTLEDGE STREET,322 RUTLEDGE STREET,"Brooklyn, NY 11211",11211,01/15/2019,SOPRON MOSDES,01/04/2019,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,G,40.705510010207,-73.951680257593,301,33,052900,3061069,3022280021,BK72
54921,P.S. 159 QUEENS,Queens,205-01,33 AVENUE,205-01 33 AVENUE,"BAYSIDE, NY 11361",11361,12/11/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/07/2019,,,,40.769352168489,-73.783942010194,411,19,109900,4134525,4060380013,QN46
82520,MAGEN DAVID YESHIVAH HIGH SCHOOL,Brooklyn,7801,BAY PARKWAY,7801 BAY PARKWAY,"Brooklyn, NY 11214",11214,11/25/2019,MAGEN DAVID YESHIVA,01/07/2019,09C,Food contact surface not properly maintained.,G,40.606359053013,-73.989210262443,311,44,027000,3256802,3062650006,BK28
327867,BROOKLYN EXCELSIOR CHARTER SCHOOL,Brooklyn,856,QUINCY ST,856 QUINCY ST,"BROOKLYN, NY 11221",11221,11/15/2019,PREFERRED MEALS INC.,01/07/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.689834317769,-73.925505557787,303,41,038700,3044597,3016330058,BK35
69770,HORACE MANN LOWER SCHOOL,Bronx,4440,TIBBET AVENUE,4440 TIBBET AVENUE,"BRONX, NY 10471",10471,11/07/2019,FLIK INTERNATIONAL CORP,01/07/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.892067936772,-73.900654050559,208,11,035100,2097913,2058060681,BX22
128009,BNOS SPINKA,Brooklyn,799,KENT AVENUE,799 KENT AVENUE,"Brooklyn, NY 11205",11205,10/10/2019,BNOS SPINKA INC.,01/07/2019,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",C,40.696957716655,-73.959872767714,303,33,123700,3054201,3018840010,BK75
82521,SINAI ACADEMY YESHIVA H.S,Brooklyn,2025,79 STREET,2025 79 STREET,"BROOKLYN, NY 11214",11214,11/07/2019,SINAI ACADEMIC CENTER,01/07/2019,,,,40.60813799386,-73.993423702347,311,47,027200,3162328,3062630060,BK28
84226,YESHIVA OF TELSHE ALUMNI,Bronx,4904,INDEPENDENCE AVENUE,4904 INDEPENDENCE AVENUE,"Bronx, NY 10471",10471,11/07/2019,OF TELSHE ALUMN YESHIVA,01/07/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.897994257964,-73.911301563379,208,11,030701,2094926,2059400442,BX22
331805,CONGREGATION CHASIDEI BELZ,Brooklyn,7914,BAY PKWY,7914 BAY PKWY,"BROOKLYN, NY 11214",11214,11/21/2019,CONGREGATION CHASIDEI BELZ BM,01/07/2019,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",A,40.605747025611,-73.989865807054,311,44,027000,3162913,3062760043,BK28
54640,P.S. 124 BROOKLYN,Brooklyn,515,4 AVENUE,515 4 AVENUE,"BROOKLYN, NY 11215",11215,06/10/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/07/2019,09A,Canned food product observed dented and not segregated from other consumable food items.,G,40.667537657736,-73.991045932665,306,39,014100,3023391,3010340001,BK37
82520,MAGEN DAVID YESHIVAH HIGH SCHOOL,Brooklyn,7801,BAY PARKWAY,7801 BAY PARKWAY,"Brooklyn, NY 11214",11214,11/25/2019,MAGEN DAVID YESHIVA,01/07/2019,10I,"Single service item reused, improperly stored, dispensed; not used when required.",G,40.606359053013,-73.989210262443,311,44,027000,3256802,3062650006,BK28
324988,ALTERNATE LEARNING CENTER @ CLOISTERS,Manhattan,601,W 183RD ST,601 W 183RD ST,"NEW YORK, NY 10033",10033,06/03/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/07/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.850585595633,-73.933042122105,112,10,027100,1063959,1021650069,MN35
331805,CONGREGATION CHASIDEI BELZ,Brooklyn,7914,BAY PKWY,7914 BAY PKWY,"BROOKLYN, NY 11214",11214,11/21/2019,CONGREGATION CHASIDEI BELZ BM,01/07/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.605747025611,-73.989865807054,311,44,027000,3162913,3062760043,BK28
331805,CONGREGATION CHASIDEI BELZ,Brooklyn,7914,BAY PKWY,7914 BAY PKWY,"BROOKLYN, NY 11214",11214,11/21/2019,CONGREGATION CHASIDEI BELZ BM,01/07/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.605747025611,-73.989865807054,311,44,027000,3162913,3062760043,BK28
53907,P.S. 177 QUEENS,Queens,56-37,188 STREET,56-37 188 STREET,"QUEENS, QN 11365",11365,07/10/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,01/07/2019,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",C,40.743902261499,-73.788131739651,411,20,141700,4128231,4056740002,QN48
